1	0.014632396089533964
2	0.020065402715570398
3	0.011233340741859542
4	0.014379934304290347
5	0.010913812555372715
6	0.013919197643796602
7	0.01576942029512591
8	0.01936563119913141
9	0.017400968198974926
10	0.01294391281488869
11	0.01678458249403371
12	0.016642480364276305
13	0.014626679631570974
14	0.015282755717635155
15	0.009944790042936802
16	0.013446688858999146
17	0.013507457967433665
18	0.017344849339375894
19	0.016854664621253807
20	0.010830931158529388
21	0.011833468038174842
22	0.011235110125400953
23	0.011789018960876597
24	0.012945512413150735
25	0.009578223624784086
26	0.016074333753850725
27	0.012410088131825129
28	0.014430132746282551
29	0.008952405200640593
30	0.01210009508455793
31	0.010778057906362746
32	0.01312086068921619
33	0.009942769118222512
34	0.013926788078000149
35	0.011532577065130075
36	0.014333269144925807
37	0.011734277216924561
38	0.01027818233706057
39	0.012731252082933983
40	0.009611869722397791
41	0.010778660161627663
42	0.011112138215038512
43	0.008644445954511562
44	0.01026594809566935
45	0.013524024540351497
46	0.01801673048693273
47	0.010264734582354626
48	0.008749873403252827
49	0.013424909259710047
50	0.011058225813839171
